filename,report_title,section,sentence,label,units,predictedlabel
wasde0222.xls,WASDE - 621,RICE,"Global 2021/22 rice supplies are increased by 0.4 million tons to 696.7 million, as higher production in Pakistan and Bangladesh more than offsets a decrease in Brazil.",P,as higher production in Pakistan and Bangladesh more than offsets a decrease in Brazil.,e
wasde0421.xls,WASDE - 613,OILSEEDS,"Global 2021/22 soybean ending stocks are raised 1.5 million tons to 92.6 million, driven by higher beginning stocks for the United States and Brazil.",C,"Global 2021/22 soybean ending stocks are raised 1.5 million tons to 92.6 million,",e
wasde0421.xls,WASDE - 613,OILSEEDS,"Global 2021/22 soybean ending stocks are raised 1.5 million tons to 92.6 million, driven by higher beginning stocks for the United States and Brazil.",P,driven by higher beginning stocks for the United States and Brazil.,p
wasde1121.xls,WASDE - 618,OILSEEDS,Global 2021/22 soybean production is reduced 1.1 million tons to 384.0 million as lower production for the United States and Argentina is partly offset by higher Indian production.,C,Global 2021/22 soybean production is reduced 1.1 million tons to 384.0 million,e
wasde1121.xls,WASDE - 618,OILSEEDS,Global 2021/22 soybean production is reduced 1.1 million tons to 384.0 million as lower production for the United States and Argentina is partly offset by higher Indian production.,P,as lower production for the United States and Argentina is partly offset by higher Indian production.,p
wasde0322.xls,WASDE - 622,OILSEEDS,"Global 2021/22 soybean trade is reduced 6.4 million tons to 158.6 million, with lower exports for South America that are partly offset by higher U.S. exports.",C,"Global 2021/22 soybean trade is reduced 6.4 million tons to 158.6 million,",e
wasde0322.xls,WASDE - 622,OILSEEDS,"Global 2021/22 soybean trade is reduced 6.4 million tons to 158.6 million, with lower exports for South America that are partly offset by higher U.S. exports.",P,with lower exports for South America,e
wasde0322.xls,WASDE - 622,OILSEEDS,"Global 2021/22 soybean trade is reduced 6.4 million tons to 158.6 million, with lower exports for South America that are partly offset by higher U.S. exports.",P,that are partly offset by higher U.S. exports.,e
wasde0721.xls,WASDE - 614,RICE,"Global 2021/22 trade is raised 0.1 million tons to 47.1 million, on higher exports by the United States, Brazil, and Australia.",C,"Global 2021/22 trade is raised 0.1 million tons to 47.1 million,",e
wasde0721.xls,WASDE - 614,RICE,"Global 2021/22 trade is raised 0.1 million tons to 47.1 million, on higher exports by the United States, Brazil, and Australia.",P,"on higher exports by the United States, Brazil, and Australia.",e
wasde0421.xls,WASDE - 613,RICE,"Global 2021/22 trade is raised 0.5 million tons to 47.0 million, primarily on higher exports by India.",C,"Global 2021/22 trade is raised 0.5 million tons to 47.0 million,",e
wasde0421.xls,WASDE - 613,RICE,"Global 2021/22 trade is raised 0.5 million tons to 47.0 million, primarily on higher exports by India.",P,primarily on higher exports by India.,e
wasde0821.xls,WASDE - 615,RICE,"Global 2021/22 trade is raised 0.6 million tons to 47.7 million, mainly on increased exports by India.",C,"Global 2021/22 trade is raised 0.6 million tons to 47.7 million,",e
wasde0821.xls,WASDE - 615,RICE,"Global 2021/22 trade is raised 0.6 million tons to 47.7 million, mainly on increased exports by India.",P,mainly on increased exports by India.,p
wasde0921.xls,WASDE - 616,RICE,"Global 2021/22 trade is raised 0.9 million tons to 48.5 million, mostly on increased exports by India on greater exportable supplies.",C,"Global 2021/22 trade is raised 0.9 million tons to 48.5 million,",e
wasde0921.xls,WASDE - 616,RICE,"Global 2021/22 trade is raised 0.9 million tons to 48.5 million, mostly on increased exports by India on greater exportable supplies.",P,mostly on increased exports by India on greater exportable supplies.,p
wasde1022.xls,WASDE - 629,RICE,"Global 2022/23 ending stocks are lowered 2.4 million tons to 171.2 million, primarily due to a decrease for India, and would be the lowest level since 2017/18.",C,"Global 2022/23 ending stocks are lowered 2.4 million tons to 171.2 million,",e
wasde1022.xls,WASDE - 629,RICE,"Global 2022/23 ending stocks are lowered 2.4 million tons to 171.2 million, primarily due to a decrease for India, and would be the lowest level since 2017/18.",P,"primarily due to a decrease for India,",p
wasde1022.xls,WASDE - 629,RICE,"Global 2022/23 ending stocks are lowered 2.4 million tons to 171.2 million, primarily due to a decrease for India, and would be the lowest level since 2017/18.",P,and would be the lowest level since 2017/18.,e
wasde1222.xls,WASDE - 631,RICE,"Global 2022/23 ending stocks are reduced by 0.4 million tons to 168.6 million, the lowest since 2017/18.",C,"Global 2022/23 ending stocks are reduced by 0.4 million tons to 168.6 million,",e
wasde1222.xls,WASDE - 631,RICE,"Global 2022/23 ending stocks are reduced by 0.4 million tons to 168.6 million, the lowest since 2017/18.",E,the lowest since 2017/18.,e
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed crush is lowered 3.3 million tons to 526.3 million, mainly on a slower-than-expected soybean crush pace for China and lower available soybean and sunflowerseed supplies for Argentina.",C,"Global 2022/23 oilseed crush is lowered 3.3 million tons to 526.3 million,",c
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed crush is lowered 3.3 million tons to 526.3 million, mainly on a slower-than-expected soybean crush pace for China and lower available soybean and sunflowerseed supplies for Argentina.",P,mainly on a slower-than-expected soybean crush pace for China,p
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed crush is lowered 3.3 million tons to 526.3 million, mainly on a slower-than-expected soybean crush pace for China and lower available soybean and sunflowerseed supplies for Argentina.",P,and lower available soybean and sunflowerseed supplies for Argentina.,e
wasde0822.xls,WASDE - 627,OILSEEDS,Global 2022/23 oilseed crush is raised on higher soybean crush for Brazil and higher rapeseed and sunflowerseed crush for Russia.,C,Global 2022/23 oilseed crush is raised on higher soybean crush for Brazil,e
wasde0822.xls,WASDE - 627,OILSEEDS,Global 2022/23 oilseed crush is raised on higher soybean crush for Brazil and higher rapeseed and sunflowerseed crush for Russia.,E,and higher rapeseed and sunflowerseed crush for Russia.,e
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed supply and demand forecasts include lower production, crush, and stocks.",C,"Global 2022/23 oilseed supply and demand forecasts include lower production,",e
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed supply and demand forecasts include lower production, crush, and stocks.",C,"crush,",e
wasde0323.xls,WASDE - 634,OILSEEDS,"Global 2022/23 oilseed supply and demand forecasts include lower production, crush, and stocks.",C,and stocks.,e
wasde0822.xls,WASDE - 627,COTTON,"Global 2022/23 production is forecast 3.1 million bales lower this month, and consumption is 800,000 bales lower, resulting in a decrease in projected ending stocks of 1.5 million bales.",C,"Global 2022/23 production is forecast 3.1 million bales lower this month,",e
wasde0822.xls,WASDE - 627,COTTON,"Global 2022/23 production is forecast 3.1 million bales lower this month, and consumption is 800,000 bales lower, resulting in a decrease in projected ending stocks of 1.5 million bales.",C,"and consumption is 800,000 bales lower,",e
wasde0822.xls,WASDE - 627,COTTON,"Global 2022/23 production is forecast 3.1 million bales lower this month, and consumption is 800,000 bales lower, resulting in a decrease in projected ending stocks of 1.5 million bales.",P,resulting in a decrease in projected ending stocks of 1.5 million bales.,e
wasde0223.xls,WASDE - 633,RICE,Global 2022/23 rice supplies are increased by 0.2 million tons to 686.3 million.,C,Global 2022/23 rice supplies are increased by 0.2 million tons,e
wasde0223.xls,WASDE - 633,RICE,Global 2022/23 rice supplies are increased by 0.2 million tons to 686.3 million.,E,to 686.3 million.,e
wasde0622.xls,WASDE - 625,OILSEEDS,"Global 2022/23 soybean ending stocks are raised 0.9 million tons to 100.5 million, driven mainly by higher beginning stocks for Argentina and Brazil.",C,"Global 2022/23 soybean ending stocks are raised 0.9 million tons to 100.5 million,",e
wasde0622.xls,WASDE - 625,OILSEEDS,"Global 2022/23 soybean ending stocks are raised 0.9 million tons to 100.5 million, driven mainly by higher beginning stocks for Argentina and Brazil.",P,driven mainly by higher beginning stocks for Argentina and Brazil.,p
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Global 2022/23 soybean exports are expected to increase 9 percent to 170.0 million tons after last year’s drought-related declines in South America.,C,Global 2022/23 soybean exports are expected to increase 9 percent to 170.0 million tons,c
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Global 2022/23 soybean exports are expected to increase 9 percent to 170.0 million tons after last year’s drought-related declines in South America.,P,after last year’s drought-related declines in South America.,e
wasde1022.xls,WASDE - 629,OILSEEDS,Global 2022/23 soybean exports are raised 1.0 million tons to 168.8 million with higher exports for Argentina and Brazil that are partly offset by lower exports for the United States and Paraguay.,C,Global 2022/23 soybean exports are raised 1.0 million tons to 168.8 million,e
wasde1022.xls,WASDE - 629,OILSEEDS,Global 2022/23 soybean exports are raised 1.0 million tons to 168.8 million with higher exports for Argentina and Brazil that are partly offset by lower exports for the United States and Paraguay.,P,with higher exports for Argentina and Brazil,e
wasde1022.xls,WASDE - 629,OILSEEDS,Global 2022/23 soybean exports are raised 1.0 million tons to 168.8 million with higher exports for Argentina and Brazil that are partly offset by lower exports for the United States and Paraguay.,P,that are partly offset by lower exports for the United States and Paraguay.,e
wasde0223.xls,WASDE - 633,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and ending stocks.",C,"Global 2022/23 soybean supply and demand forecasts include lower production,",e
wasde0223.xls,WASDE - 633,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and ending stocks.",C,"crush,",e
wasde0223.xls,WASDE - 633,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and ending stocks.",C,and ending stocks.,e
wasde0423.xls,WASDE - 635,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and exports.",C,"Global 2022/23 soybean supply and demand forecasts include lower production,",e
wasde0423.xls,WASDE - 635,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and exports.",C,"crush,",e
wasde0423.xls,WASDE - 635,OILSEEDS,"Global 2022/23 soybean supply and demand forecasts include lower production, crush, and exports.",C,and exports.,e
wasde0722.xls,WASDE - 626,RICE,Global 2022/23 trade is raised 0.4 million tons to 54.6 million on higher exports by Pakistan and Cambodia.,C,Global 2022/23 trade is raised 0.4 million tons to 54.6 million,e
